x  -i
0  3.667144906743185
0.004761904761904745  3.5468197034911526
0.01190476190476189  3.426590148254424
0.02023809523809522  3.3293639406982307
0.036904761904761885  3.226733620277379
0.06071428571428569  3.1817790530846484
0.08333333333333334  3.1654710664753707
0.11071428571428574  3.1493543758967
0.13452380952380952  3.133094213295074
0.15952380952380948  3.1168818747011002
0.1904761904761905  3.0951697752271645
0.22857142857142856  3.0622668579626975
0.27380952380952384  3.0239120038259206
0.30833333333333324  2.9908656145384986
0.3416666666666667  2.9520325203252034
0.3726190476190475  2.9245815399330466
0.4107142857142857  2.9031563845050217
0.4464285714285714  2.881635581061693
0.4809523809523809  2.8658058345289334
0.513095238095238  2.84988043998087
0.5547619047619047  2.8228598756575805
0.5928571428571427  2.7956958393113345
0.6321428571428571  2.751362984218077
0.6595238095238095  2.700813008130081
0.6809523809523809  2.650023912003826
0.7011904761904761  2.587709230033477
0.7119047619047618  2.502056432329029
0.7214285714285714  2.393400286944046
0.7285714285714285  2.2846484935437585
0.7333333333333332  2.164323290291726
0.7345238095238095  2.0323768531802964
0.7357142857142858  1.900430416068866
0.7380952380952381  1.7685318029650885
0.7392857142857142  1.625107604017216
0.7416666666666666  1.5046867527498806
0.7440476190476191  1.3900047824007653
0.7547619047619047  1.275657580105213
0.7678571428571428  1.1901004304160687
0.7845238095238094  1.1046867527498798
0.8023809523809524  1.0307986609277857
0.8166666666666667  0.9510282161645143
0.8309523809523809  0.8769966523194639
0.8464285714285713  0.7972740315638447
0.855952380952381  0.7574844571975126
0.8654761904761903  0.7176948828311809
0.8726190476190476  0.6892874222859868
0.8821428571428571  0.6609756097560973
0.894047619047619  0.6327594452415108
0.9095238095238096  0.6046867527498798
0.925  0.5708751793400286
0.944047619047619  0.5372070779531319
0.9595238095238094  0.5148732663797224
0.9749999999999999  0.4982783357245335
0.9880952380952381  0.47584887613581994
0.9988095238095238  0.43610712577714006
