x  -i
0  3.198917456021651
0.001094091903719896  3.1278755074424898
0.0032822757111597434  3.06021650879567
0.010940919037199126  3.012855209742896
0.027352297592997843  3.002706359945873
0.04485776805251643  3.002706359945873
0.06564551422319476  3.002706359945873
0.08752735229759301  3.002706359945873
0.11050328227571116  2.999323410013532
0.13566739606126915  2.99255751014885
0.16301969365426694  2.982408660351827
0.19146608315098468  2.968876860622463
0.22319474835886216  2.948579161028417
0.25711159737417943  2.92489851150203
0.287746170678337  2.897834912043302
0.31181619256017507  2.8775372124492558
0.33807439824945296  2.8538565629228687
0.3665207877461707  2.8267929634641407
0.39059080962800874  2.7963464140730716
0.4146608315098468  2.7625169147496615
0.43763676148796504  2.7286874154262515
0.4606126914660832  2.6880920162381594
0.48358862144420134  2.647496617050068
0.5087527352297593  2.6001353179972937
0.5295404814004376  2.5493910690121786
0.5514223194748359  2.4986468200270635
0.5678336980306345  2.454668470906631
0.5765864332603939  2.427604871447903
0.5809628008752735  2.3971583220568338
0.5897155361050328  2.3633288227334237
0.6017505470459519  2.3261163734776726
0.6137855579868708  2.2584573748308525
0.6269146608315098  2.1705006765899864
0.6378555798687089  2.1096075778078482
0.6444201312910285  2.072395128552097
0.6466083150984683  2.025033829499323
0.6531728665207878  1.9573748308525032
0.6619256017505472  1.8897158322056833
0.6728665207877461  1.8389715832205682
0.687089715536105  1.7814614343707713
0.711159737417943  1.7205683355886334
0.7341356673960613  1.669824086603518
0.7571115973741794  1.6258457374830855
0.7844638949671772  1.5751014884979704
0.8107221006564552  1.527740189445196
0.8347921225382933  1.4837618403247634
0.8577680525164114  1.443166441136671
0.8829321663019695  1.3958051420838973
0.9048140043763676  1.3552097428958052
0.9245076586433262  1.3146143437077131
0.9442013129102845  1.27063599458728
0.9606126914660832  1.2232746955345064
0.975929978118162  1.1725304465493913
0.9923413566739606  1.1184032476319348
0.99890590809628  1.0947225981055482
