4.133333333   3.602550356
4.119601329   3.646315648
4.105960265   3.69695511
4.092409241   3.733989098
4.078947368   3.765435251
4.06557377   3.78530761
4.052287582   3.812295142
4.039087948   3.830432503
4.025974026   3.851978105
4.012944984   3.864908997
4   3.874150229
3.987138264   3.884491847
3.974358974   3.897088328
3.961661342   3.908397611
3.949044586   3.913800017
3.936507937   3.921472253
3.924050633   3.927931397
3.911671924   3.930904681
3.899371069   3.934997782
3.887147335   3.933377755
3.875   3.931767192
3.862928349   3.92790274
3.850931677   3.92179877
3.839009288   3.915723168
3.827160494   3.905166284
3.815384615   3.894646013
3.803680982   3.879650829
3.79204893   3.864689709
3.780487805   3.848631749
3.76899696   3.832604739
3.757575758   3.812072688
3.746223565   3.792691589
3.734939759   3.773328594
3.723723724   3.752841022
3.71257485   3.733509402
3.701492537   3.713046237
3.69047619   3.690291091
3.679525223   3.667531063
3.668639053   3.647081187
3.657817109   3.623153306
3.647058824   3.600374621
3.636363636   3.575245192
3.625730994   3.552436673
3.61516035   3.527256468
3.604651163   3.502043191
3.594202899   3.479173748
3.583815029   3.455092815
3.573487032   3.429784107
3.563218391   3.406842844
3.553008596   3.381460935
3.542857143   3.357248601
3.532763533   3.334219609
3.522727273   3.309937894
3.512747875   3.288076045
3.502824859   3.266192621
3.492957746   3.243046664
3.483146067   3.222355025
3.473389356   3.201646705
3.463687151   3.18092039
3.454038997   3.162689804
3.444444444   3.141933057
3.434903047   3.122420859
3.425414365   3.104165158
3.415977961   3.087176784
3.406593407   3.070188526
3.397260274   3.053199606
3.387978142   3.037493322
3.378746594   3.021791662
3.369565217   3.004803546
3.360433604   2.990399671
3.351351351   2.974708053
3.342318059   2.959018487
3.333333333   2.943330313
3.324396783   2.92894956
3.315508021   2.911955478
3.306666667   2.896267465
3.29787234   2.881895579
3.289124668   2.864886812
3.28042328   2.849192775
3.27176781   2.832165976
3.263157895   2.817793724
3.254593176   2.802087261
3.246073298   2.787715761
3.237597911   2.773345417
3.229166667   2.758975655
3.220779221   2.745956252
3.212435233   2.732942767
3.204134367   2.721290316
3.195876289   2.708290327
3.187660668   2.696655874
3.179487179   2.68503106
3.171355499   2.67478058
3.163265306   2.663176483
3.155216285   2.651581045
3.147208122   2.641365706
3.139240506   2.631162731
3.131313131   2.619596391
3.123425693   2.609415503
3.115577889   2.59786619
3.107769424   2.586323583
3.1   2.576172743
3.092269327   2.563257085
3.084577114   2.55312346
3.076923077   2.541607002
3.069306931   2.530095525
3.061728395   2.51858867
3.054187192   2.507086076
3.046683047   2.495587378
3.039215686   2.482683597
3.031784841   2.472600207
3.024390244   2.461110992
3.01703163   2.449624193
3.009708738   2.436718189
3.002421308   2.425231813
2.995169082   2.413746662
2.987951807   2.402262347
2.980769231   2.392213089
2.973621103   2.380732733
2.966507177   2.37069279
2.959427208   2.362100881
2.952380952   2.352074424
2.945368171   2.344946191
2.938388626   2.336383035
2.93144208   2.329278097
2.924528302   2.322185088
2.917647059   2.318003197
2.910798122   2.312385026
2.903981265   2.306779581
2.897196262   2.30408317
2.89044289   2.301396191
2.88372093   2.297274219
2.877030162   2.29460762
2.87037037   2.293391311
2.863741339   2.290741522
2.857142857   2.289537695
2.850574713   2.286904528
2.844036697   2.285713026
2.837528604   2.284526359
2.831050228   2.281916962
2.824601367   2.280742396
2.818181818   2.278149169
2.811791383   2.275564768
2.805429864   2.272989142
2.799097065   2.270422242
2.792792793   2.26644616
2.786516854   2.263898159
2.780269058   2.259943172
2.774049217   2.254583241
2.767857143   2.250650501
2.76169265   2.245313178
2.755555556   2.239986944
2.749445676   2.233255129
2.743362832   2.226532882
2.737306843   2.219820091
2.731277533   2.210273848
2.725274725   2.202153312
2.719298246   2.192611517
2.713347921   2.183070048
2.707423581   2.173528634
2.701525054   2.163987001
2.695652174   2.153004251
2.689804772   2.142013204
2.683982684   2.131013417
2.678185745   2.120004442
2.672413793   2.107526823
2.666666667   2.096493581
2.660944206   2.083980551
2.655246253   2.072920872
2.64957265   2.061849514
2.643923241   2.052249356
2.638297872   2.041158036
2.632696391   2.030053601
2.627118644   2.020432702
2.621564482   2.010806744
2.616033755   2.001175393
2.610526316   1.99153831
2.605042017   1.981895154
2.599580713   1.973762107
2.594142259   1.965629649
2.588726514   1.95597482
2.583333333   1.947839744
2.577962578   1.939704588
2.572614108   1.931569138
2.567287785   1.92343318
2.561983471   1.915296494
2.556701031   1.908701248
2.551440329   1.900565868
2.546201232   1.89242914
2.540983607   1.884290839
2.535787321   1.874594413
2.530612245   1.866448685
2.525458248   1.858300649
2.520325203   1.848581482
2.515212982   1.840424371
2.510121457   1.830686692
2.505050505   1.8209366
2.5   1.811173653
2.494969819   1.801397401
2.489959839   1.793206323
2.48496994   1.781803144
2.48   1.771984199
2.4750499   1.760532672
2.470119522   1.749052242
2.465208748   1.737542059
2.46031746   1.726001251
2.455445545   1.714428924
2.450592885   1.70282416
2.445759369   1.691186015
2.440944882   1.677839865
2.436149312   1.666123579
2.431372549   1.654370753
2.426614481   1.640879054
2.421875   1.62732886
2.417153996   1.61544152
2.412451362   1.601780235
2.40776699   1.58805517
2.403100775   1.576020354
2.398452611   1.562173856
2.393822394   1.550036293
2.389210019   1.536061024
2.384615385   1.525614328
2.380038388   1.511515719
2.375478927   1.499164058
2.370936902   1.486757608
2.366412214   1.474294708
2.361904762   1.46363222
2.357414449   1.45106375
2.352941176   1.438433789
2.348484848   1.427635097
2.344045369   1.414889817
2.339622642   1.403996775
2.335216573   1.393060066
2.330827068   1.384018178
2.326454034   1.373002188
2.322097378   1.363899894
2.317757009   1.352800239
2.313432836   1.343633912
2.309124767   1.334439113
2.304832714   1.325215056
2.300556586   1.315960931
2.296296296   1.306675907
